id,q116_0_taille_menage,q236_1_cash_transfert,q236_2_bons_achat_alimentaire,q236_3_bourses_securite_familiale,q236_4_couverture_maladie_universelle,q401_1_montant_total_revenus_menage,q402_1_montant_revenu_agriculture_30_derniers_jours,q402_2_montant_revenu_elevage_30_derniers_jours,q402_3_montant_revenu_peche_30_derniers_jours,q402_4_montant_revenu_commerce_30_derniers_jours,q402_5_montant_revenu_salaire_30_derniers_jours,q402_7_montant_revenu_transferts_30_derniers_jours,q402_8_montant_revenu_dons_30_derniers_jours,q403_1_montant_depense_alimentation,q403_2_montant_depense_eau_electricite_gaz_eclairage,q403_3_montant_depense_transport_30_derniers_jours,q403_4_montant_depense_sante_30_derniers_jours,q403_5_montant_depense_education,POIDS_DR,POIDS_DR_REDRESS,DEPENSES_TOTALES,DEPENSES_ALIMENTAIRES,PDAM,TYPE_TOILETTE,SOURCE_EAU_BOISSON,ENERGIE_CUISSON,CASH_TRANSFERT,SECHERESSE,CASH_TRANSFERT_MONTANT,BON_ACHAT_ALIM_MONTANT,CASH_TRANSFERT_MONTANT_AP,BON_ACHAT_ALIM_MONTANT_AP,CASH_TRANSFERT_MONTANT_AP_RECU,BON_ACHAT_ALIM_MONTANT_AP_RECU,q100_region,q101_departement,q114_1_situation_matrimoniale_cm,q115_1_cm_souffre_t_il_maladie_chronique,q206_1_type_toilette_utilise,q207_1_principale_source_energie_cuisson,q208_1_principale_source_energie_eclairage,q209_1_principale_source_eau_boisson,q210_1_principal_mode_evacuation_dechets_solides,q211_1_principal_mode_evacuation_eaux_usees,q212_1_principal_mode_evacuation_boues_vidange,q214_1_pratique_agricole_derniere_campagne,q215_1_si_oui_a_quelle_date_avez_vous_seme,q215_2_si_vous_avez_resseme_precisez_la_date,q220_1_mode_acquisition_semences,q226_pratiquer_elevage,q228_evolution_espece_par_rapport_annee_passee,q400_1_principale_source_revenu,q501_probleme_sante_membre_12_derniers_mois,q502_1_probleme_sante_plus_serieux,q506_distance_lieu_traitement,q508_distance_lieu_approvisionnement_marche_cm,q512_1_vendre_plus_animaux,GCA_112_28,rCSI_r,PDAM__r,DISTANCE_LIEU_TRAITEMENT,DISTANCE_MARCHE_APPROVISIONNEMENT,rCSI__r_AP,PDAM__r_AP,HHS__r_AP,LCSI_24__r_AP,GCA_112_28_AP,HDDS__r_AP,CHOCS,TAILLE_MEN,PRATIQUE_AGRICOLE,MALADIE_CHRONIQUE_r,PRATIQUE_ELEVAGE,MALADIE_CHRONIQUE_rrr,PRATIQUE_PECHE,PRATIQUE_FORESTERIE,SITUATION_MATRIMONIALE,RAISON_NON_PRATIQUE_AGRICOLE,RESEMIS,MODE_ACCES_TERRE,AVEZ_VOUS_RECOLTEZ,MILIEU_RESIDENCE,SEXE,q113_7_niveau_instruction,q113_8_categorie_socio_professionnelle,AGE,NIVEAU_INSTRUCTION,CATEGORIE_SOCIA_ECO,HAUTEUR_PARTICIPATION,q600_inquiets_de_ne_pas_avoir_suffisamment_de_nourriture,q601_ne_pas_manger_nourriture_saine_nutritive,q602_manger_nourriture_peu_variee,q603_sauter_un_repas,q604_manger_moins_que_ce_que_vous_auriez_du,q605_1_ne_plus_avoir_de_nourriture_pas_suffisamment_d_argent,q606_1_avoir_faim_mais_ne_pas_manger,q607_1_passer_toute_une_journee_sans_manger,insécurité_alimentaire
2737,-0.4813323280305159,-0.29042933236032936,-0.12206416180851432,-0.4248332009525365,-0.10962851748230412,-0.521402890898488,-0.09062629315028758,-0.23845465472966657,-0.10423632110736845,-0.27727459529283704,-0.23549031380586105,-0.323996894514171,-0.2121993392434843,-0.776035690387439,-0.3461268734891309,-0.4377216171895668,-0.3357321646430524,-0.1849081418748747,0.04576985787341936,0.05616441893211167,-0.6873629335428239,-0.776035690387439,0.8975843269477909,0.6902031353870826,0.4218111196446797,0.0,-0.2906586174840392,-0.13349138976305783,-0.2897194769483898,-0.12193666008147257,-0.3012638027060315,-0.06674568209381417,,,7,18,4,1,3,1,3,4,2,3,3,1,1,2,1,0,3,0,1,0,4,4,2,0,1,1,4,4,1,0,2,0,0,0,1,3,1,1,0,0,0,0,4,5,3,5,1,0,1,1,6,3,2,7,1,1,1,1,1,1,1,1,1,1
2622,1.0844543044069404,-0.29042933236032936,-0.12206416180851432,-0.4248332009525365,-0.10962851748230412,-0.521402890898488,-0.09062629315028758,-0.23845465472966657,-0.10423632110736845,-0.27727459529283704,-0.23549031380586105,-0.323996894514171,-0.2121993392434843,-0.776035690387439,-0.3461268734891309,-0.4377216171895668,-0.3357321646430524,-0.1849081418748747,-0.09880314107351901,-0.09238948915267448,-0.6873629335428239,-0.776035690387439,0.8975843269477909,0.6902031353870826,0.4218111196446797,0.0,-0.2906586174840392,-0.13349138976305783,-0.2897194769483898,-0.12193666008147257,-0.3012638027060315,-0.06674568209381417,,,7,18,4,1,3,1,3,4,2,3,3,1,1,2,1,0,3,0,1,0,4,4,2,0,1,1,4,4,1,0,2,0,0,0,1,2,1,1,0,0,0,0,4,5,3,5,1,0,1,2,8,2,3,9,1,1,1,1,1,1,1,1,1,1
2699,0.08804462921946822,-0.29042933236032936,-0.12206416180851432,-0.4248332009525365,-0.10962851748230412,-0.521402890898488,-0.09062629315028758,-0.23845465472966657,-0.10423632110736845,-0.27727459529283704,-0.23549031380586105,-0.323996894514171,-0.2121993392434843,-0.776035690387439,-0.3461268734891309,-0.4377216171895668,-0.3357321646430524,-0.1849081418748747,-0.1018548718029939,-0.095525251221588,-0.6873629335428239,-0.776035690387439,0.8975843269477909,0.6902031353870826,0.4218111196446797,0.0,-0.2906586174840392,-0.13349138976305783,-0.2897194769483898,-0.12193666008147257,-0.3012638027060315,-0.06674568209381417,,,7,18,4,1,3,1,3,4,2,3,3,1,1,2,1,0,3,0,1,0,4,4,2,0,1,1,4,4,1,0,2,0,0,0,1,4,1,1,0,0,0,0,4,5,3,5,1,0,1,1,8,2,2,9,1,1,1,1,1,1,1,1,1,1
1730,1.5114870223444286,-0.29042933236032936,-0.12206416180851432,-0.4248332009525365,-0.10962851748230412,-0.49035123460998464,-0.015169866231440645,-0.23845465472966657,-0.10423632110736845,-0.27727459529283704,-0.23549031380586105,-0.323996894514171,-0.2121993392434843,-1.1076262075208387,-0.3633337545625718,-0.4377216171895668,-0.3357321646430524,-0.1849081418748747,0.7786367056934914,0.8092112198040278,-0.8529943652259332,-1.1076262075208387,0.9705826424219159,0.6902031353870826,0.4218111196446797,0.0,-0.2906586174840392,-0.13349138976305783,-0.2897194769483898,-0.12193666008147257,-0.3012638027060315,-0.06674568209381417,,,4,17,3,1,4,1,7,9,2,5,2,1,1,2,1,1,2,2,0,9,0,0,2,1,2,1,0,0,2,2,2,0,0,4,0,2,1,1,1,0,0,0,3,5,3,2,1,0,1,1,6,4,2,7,19,1,2,1,2,2,2,1,1,2
3167,0.3727331078444603,-0.29042933236032936,-0.12206416180851432,-0.4248332009525365,-0.10962851748230412,-0.19924195690526578,0.6922341361327493,-0.23845465472966657,-0.10423632110736845,-0.27727459529283704,-0.23549031380586105,-0.323996894514171,-0.2121993392434843,-0.44444517325403937,0.13566579656721453,-0.22410042642958153,0.1953360671429991,-0.1849081418748747,-0.24785518063573653,-0.24554577107433345,-0.21573445010617348,-0.44444517325403937,-0.8181056411453349,-1.4488488225124851,0.4218111196446797,0.0,-0.2906586174840392,-0.13349138976305783,-0.2897194769483898,-0.12193666008147257,-0.3012638027060315,-0.06674568209381417,,,8,16,4,1,5,1,7,6,4,5,3,1,3,4,0,0,3,7,1,4,2,2,1,0,2,0,2,2,1,0,2,2,0,0,0,4,1,1,0,0,0,0,4,5,5,2,1,0,1,2,8,2,3,9,7,2,1,1,1,1,2,1,1,2
3070,-1.193053524592996,-0.29042933236032936,-0.12206416180851432,-0.4248332009525365,-0.10962851748230412,-0.26393290750631443,0.5350332467184848,-0.23845465472966657,-0.10423632110736845,-0.27727459529283704,-0.23549031380586105,-0.323996894514171,-0.2121993392434843,-0.11285465612063968,-0.33752343295241044,-0.30954890273357566,-0.3357321646430524,-0.1849081418748747,-0.3461832403545703,-0.34658135622524966,-0.38978781899350873,-0.11285465612063968,1.1298934315384042,0.6902031353870826,0.4218111196446797,0.0,-0.2906586174840392,-0.13349138976305783,-0.2897194769483898,-0.12193666008147257,-0.3012638027060315,-0.06674568209381417,,,8,16,4,1,4,1,5,6,4,2,3,1,8,1,2,0,3,0,0,9,7,2,1,0,0,1,5,2,1,3,0,2,0,0,0,1,1,1,0,0,0,0,4,5,2,5,2,0,1,4,8,2,5,9,10,2,2,2,2,2,2,2,2,2
3065,-1.193053524592996,-0.29042933236032936,-0.12206416180851432,-0.4248332009525365,-0.10962851748230412,-0.26393290750631443,0.5350332467184848,-0.23845465472966657,-0.10423632110736845,-0.27727459529283704,-0.23549031380586105,-0.323996894514171,-0.2121993392434843,-0.11285465612063968,-0.33752343295241044,-0.30954890273357566,-0.3357321646430524,-0.1849081418748747,-0.3461832403545703,-0.34658135622524966,-0.38978781899350873,-0.11285465612063968,1.1298934315384042,0.6902031353870826,0.4218111196446797,0.0,-0.2906586174840392,-0.13349138976305783,-0.2897194769483898,-0.12193666008147257,-0.3012638027060315,-0.06674568209381417,,,8,16,2,1,4,1,5,6,4,2,3,1,8,1,2,0,3,0,0,9,7,2,1,0,0,1,5,2,1,3,0,0,0,0,0,1,1,1,0,0,0,0,2,5,2,5,2,0,1,4,8,2,5,9,0,2,2,2,2,2,2,2,2,2
3168,-0.6236765673430119,-0.29042933236032936,-0.12206416180851432,-0.4248332009525365,-0.10962851748230412,-0.19924195690526578,0.6922341361327493,-0.23845465472966657,-0.10423632110736845,-0.27727459529283704,-0.23549031380586105,-0.323996894514171,-0.2121993392434843,-0.44444517325403937,0.13566579656721453,-0.22410042642958153,0.1953360671429991,-0.1849081418748747,-0.24785518063573653,-0.24554577107433345,-0.21573445010617348,-0.44444517325403937,-0.8181056411453349,-1.4488488225124851,0.4218111196446797,0.0,-0.2906586174840392,1.715383593525864,-0.2897194769483898,-0.12193666008147257,-0.3012638027060315,-0.06674568209381417,,,8,16,3,1,5,1,7,6,4,5,3,1,3,4,0,0,3,7,0,9,7,2,1,0,0,0,5,2,1,0,3,0,0,0,1,3,1,1,0,0,0,0,3,5,5,2,1,0,1,1,6,2,2,7,1,2,2,2,1,2,2,2,2,2
1309,-1.477742003217988,-0.29042933236032936,-0.12206416180851432,-0.4248332009525365,-0.10962851748230412,-0.5873876605115576,-0.486772534474234,-0.23845465472966657,-0.10423632110736845,-0.27727459529283704,-0.23549031380586105,-0.323996894514171,-0.2121993392434843,-0.776035690387439,-0.20847182490160363,-0.4377216171895668,-0.3357321646430524,-0.1849081418748747,-0.2716017755255415,-0.26994624350197255,-0.6525522597653568,-0.776035690387439,0.3824641385077356,-1.4488488225124851,0.4218111196446797,0.0,-0.2906586174840392,-0.13349138976305783,-0.2897194769483898,-0.12193666008147257,-0.3012638027060315,-0.06674568209381417,,,3,15,4,2,0,1,3,0,2,5,4,1,5,0,2,1,1,0,1,0,7,7,4,1,2,3,5,5,1,2,2,0,0,4,1,1,1,2,1,1,0,1,4,5,1,5,1,0,1,4,1,0,5,2,19,2,2,2,1,2,1,2,1,2
1219,-0.6236765673430119,-0.29042933236032936,-0.12206416180851432,-0.4248332009525365,-0.10962851748230412,-0.6197331358120819,-0.29027142270640344,-0.23845465472966657,-0.10423632110736845,-0.27727459529283704,-0.23549031380586105,-0.323996894514171,-0.2121993392434843,-0.842353793814119,-0.3203165518789695,0.20314195509038901,-0.21464860779583264,-0.1849081418748747,-0.2744234136771573,-0.27284557724808967,-0.6042664864611283,-0.842353793814119,-0.5536589133900125,-1.4488488225124851,0.4218111196446797,0.0,-0.2906586174840392,1.715383593525864,-0.2897194769483898,-0.12193666008147257,-0.3012638027060315,-0.06674568209381417,,,3,15,3,1,0,1,5,6,0,5,4,1,2,2,0,1,1,0,1,3,4,4,1,2,2,2,4,4,2,2,2,2,0,0,0,3,0,1,1,0,0,0,3,5,3,2,1,0,1,1,6,2,2,7,19,2,2,2,2,2,2,2,1,2
1220,0.6574215864694524,-0.29042933236032936,-0.12206416180851432,-0.4248332009525365,-0.10962851748230412,-0.6197331358120819,-0.29027142270640344,-0.23845465472966657,-0.10423632110736845,-0.27727459529283704,-0.23549031380586105,-0.323996894514171,-0.2121993392434843,-0.842353793814119,-0.3203165518789695,0.20314195509038901,-0.21464860779583264,-0.1849081418748747,-0.2744234136771573,-0.27284557724808967,-0.6042664864611283,-0.842353793814119,-0.5536589133900125,-1.4488488225124851,0.4218111196446797,0.0,-0.2906586174840392,1.715383593525864,-0.2897194769483898,-0.12193666008147257,-0.3012638027060315,-0.06674568209381417,,,3,15,2,1,0,1,5,6,0,5,4,1,2,2,0,1,1,0,1,3,4,4,1,2,2,2,4,4,2,3,2,2,0,0,0,2,1,1,1,0,0,0,2,5,3,2,1,0,1,3,6,0,4,7,19,2,2,2,2,2,2,2,1,2
1206,0.08804462921946822,-0.29042933236032936,-0.12206416180851432,-0.4248332009525365,-0.10962851748230412,-0.5873876605115576,-0.486772534474234,-0.23845465472966657,-0.10423632110736845,-0.27727459529283704,-0.23549031380586105,-0.323996894514171,-0.2121993392434843,-0.776035690387439,-0.20847182490160363,-0.4377216171895668,-0.3357321646430524,-0.1849081418748747,-0.2744234136771573,-0.27284557724808967,-0.6525522597653568,-0.776035690387439,0.3824641385077356,-1.4488488225124851,0.4218111196446797,0.0,-0.2906586174840392,-0.13349138976305783,-0.2897194769483898,-0.12193666008147257,-0.3012638027060315,-0.06674568209381417,,,3,15,4,1,0,1,3,0,2,5,4,1,5,0,2,1,1,0,1,0,7,7,4,1,2,3,5,5,1,2,2,0,0,4,1,4,1,1,1,0,0,1,4,5,1,5,1,0,1,4,6,2,5,7,19,2,2,2,1,2,1,2,1,2
1207,-0.7660208066555079,-0.29042933236032936,-0.12206416180851432,-0.4248332009525365,-0.10962851748230412,-0.5873876605115576,-0.486772534474234,-0.23845465472966657,-0.10423632110736845,-0.27727459529283704,-0.23549031380586105,-0.323996894514171,-0.2121993392434843,-0.776035690387439,-0.20847182490160363,-0.4377216171895668,-0.3357321646430524,-0.1849081418748747,-0.2744234136771573,-0.27284557724808967,-0.6525522597653568,-0.776035690387439,0.3824641385077356,-1.4488488225124851,0.4218111196446797,0.0,-0.2906586174840392,-0.13349138976305783,-0.2897194769483898,-0.12193666008147257,-0.3012638027060315,-0.06674568209381417,,,3,15,4,1,0,1,3,0,2,5,4,1,5,0,2,1,1,0,1,0,7,7,4,1,2,3,5,5,1,2,2,0,0,4,1,3,1,1,1,0,0,1,4,5,1,5,1,0,1,4,6,2,5,7,19,2,2,2,1,2,1,2,1,2
1279,0.3727331078444603,-0.29042933236032936,-0.12206416180851432,-0.4248332009525365,-0.10962851748230412,-0.6197331358120819,-0.29027142270640344,-0.23845465472966657,-0.10423632110736845,-0.27727459529283704,-0.23549031380586105,-0.323996894514171,-0.2121993392434843,-0.842353793814119,-0.3203165518789695,0.20314195509038901,-0.21464860779583264,-0.1849081418748747,-0.27375854491729573,-0.27216240090561117,-0.6042664864611283,-0.842353793814119,-0.5536589133900125,-1.4488488225124851,0.4218111196446797,0.0,-0.2906586174840392,1.715383593525864,-0.2897194769483898,-0.12193666008147257,-0.3012638027060315,-0.06674568209381417,,,3,15,4,1,0,1,5,6,0,5,4,1,2,2,0,1,1,0,1,3,4,4,1,2,2,2,4,4,1,0,2,0,0,0,0,4,1,1,1,0,0,0,4,5,3,2,1,0,1,1,6,0,2,7,19,2,2,2,2,2,2,2,1,2
1248,-0.33898808871801983,-0.29042933236032936,-0.12206416180851432,-0.4248332009525365,-0.10962851748230412,-0.3933148087084117,0.22063146788995605,-0.23845465472966657,-0.10423632110736845,-0.27727459529283704,-0.23549031380586105,-0.323996894514171,-0.2121993392434843,0.21873586101276,-0.27729934919536725,0.4167631458503743,-0.22951851828584208,-0.1849081418748747,-0.13274234342701752,-0.12726322894929512,-0.10063464164841954,0.21873586101276,0.44903492934891415,-1.4488488225124851,0.4218111196446797,0.0,-0.2906586174840392,-0.13349138976305783,-0.2897194769483898,-0.12193666008147257,-0.3012638027060315,-0.06674568209381417,,,3,15,4,1,0,1,5,6,4,5,4,1,2,3,0,0,3,0,0,9,7,4,2,2,2,1,5,4,2,2,3,2,2,4,1,3,1,1,0,0,0,0,4,5,4,5,1,0,1,1,6,2,2,7,19,2,2,2,2,2,2,2,2,2
1320,-0.33898808871801983,-0.29042933236032936,-0.12206416180851432,-0.4248332009525365,-0.10962851748230412,-0.5873876605115576,-0.486772534474234,-0.23845465472966657,-0.10423632110736845,-0.27727459529283704,-0.23549031380586105,-0.323996894514171,-0.2121993392434843,-0.776035690387439,-0.20847182490160363,-0.4377216171895668,-0.3357321646430524,-0.1849081418748747,-0.2760081693513533,-0.274473970173992,-0.6525522597653568,-0.776035690387439,0.3824641385077356,-1.4488488225124851,0.4218111196446797,0.0,-0.2906586174840392,-0.13349138976305783,-0.2897194769483898,-0.12193666008147257,-0.3012638027060315,-0.06674568209381417,,,3,15,4,1,0,1,3,0,2,5,4,1,5,0,2,1,1,0,1,0,7,7,4,1,2,3,5,5,1,2,2,0,0,4,1,3,1,1,1,0,0,1,4,5,1,5,1,0,1,5,6,2,6,7,19,2,2,2,1,2,1,2,1,2
1321,-0.19664384940552382,-0.29042933236032936,-0.12206416180851432,-0.4248332009525365,-0.10962851748230412,-0.5873876605115576,-0.486772534474234,-0.23845465472966657,-0.10423632110736845,-0.27727459529283704,-0.23549031380586105,-0.323996894514171,-0.2121993392434843,-0.776035690387439,-0.20847182490160363,-0.4377216171895668,-0.3357321646430524,-0.1849081418748747,-0.2760081693513533,-0.274473970173992,-0.6525522597653568,-0.776035690387439,0.3824641385077356,-1.4488488225124851,0.4218111196446797,0.0,-0.2906586174840392,-0.13349138976305783,-0.2897194769483898,-0.12193666008147257,-0.3012638027060315,-0.06674568209381417,,,3,15,4,2,0,1,3,0,2,5,4,1,5,0,2,1,1,0,1,0,7,7,4,1,2,3,5,5,1,2,2,0,0,4,1,4,1,2,1,1,0,1,4,5,1,5,1,0,1,1,6,0,2,7,19,2,2,2,1,2,1,2,1,2
1333,-0.19664384940552382,-0.29042933236032936,-0.12206416180851432,-0.4248332009525365,-0.10962851748230412,-0.6197331358120819,-0.32957164505996955,-0.23845465472966657,-0.10423632110736845,-0.27727459529283704,-0.23549031380586105,-0.323996894514171,-0.2121993392434843,-0.842353793814119,-0.3203165518789695,0.20314195509038901,-0.21464860779583264,-0.1849081418748747,0.07459887836538287,0.0857872647714613,-0.6042664864611283,-0.842353793814119,-0.5536589133900125,-1.4488488225124851,0.4218111196446797,0.0,-0.2906586174840392,1.715383593525864,-0.2897194769483898,-0.12193666008147257,-0.3012638027060315,-0.06674568209381417,,,3,15,4,1,0,1,5,6,0,5,4,1,2,2,0,1,1,0,1,3,4,4,1,2,2,2,4,4,1,2,2,0,0,0,0,4,1,1,1,0,0,0,4,5,3,2,1,0,1,1,6,4,2,7,19,2,2,2,2,2,2,2,1,2
1334,-0.33898808871801983,-0.29042933236032936,-0.12206416180851432,-0.4248332009525365,-0.10962851748230412,-0.6197331358120819,-0.32957164505996955,-0.23845465472966657,-0.10423632110736845,-0.27727459529283704,-0.23549031380586105,-0.323996894514171,-0.2121993392434843,-0.842353793814119,-0.3203165518789695,0.20314195509038901,-0.21464860779583264,-0.1849081418748747,0.07459887836538287,0.0857872647714613,-0.6042664864611283,-0.842353793814119,-0.5536589133900125,-1.4488488225124851,0.4218111196446797,0.0,-0.2906586174840392,1.715383593525864,-0.2897194769483898,-0.12193666008147257,-0.3012638027060315,-0.06674568209381417,,,3,15,3,1,0,1,5,6,0,5,4,1,2,2,0,1,1,0,1,3,4,4,1,2,2,2,4,4,1,0,2,0,0,0,0,3,1,1,1,0,0,0,3,5,3,2,1,0,1,4,6,0,5,7,19,2,2,2,2,2,2,2,1,2
1349,0.08804462921946822,-0.29042933236032936,-0.12206416180851432,-0.4248332009525365,-0.10962851748230412,-0.5873876605115576,-0.486772534474234,-0.23845465472966657,-0.10423632110736845,-0.27727459529283704,-0.23549031380586105,-0.323996894514171,-0.2121993392434843,-0.776035690387439,-0.20847182490160363,-0.4377216171895668,-0.3357321646430524,-0.1849081418748747,-0.2789601652150531,-0.27750725111439517,-0.6525522597653568,-0.776035690387439,0.3824641385077356,-1.4488488225124851,0.4218111196446797,0.0,-0.2906586174840392,-0.13349138976305783,-0.2897194769483898,-0.12193666008147257,-0.3012638027060315,-0.06674568209381417,,,3,15,2,2,0,1,3,0,2,5,4,1,5,0,2,1,1,0,1,0,7,7,4,1,2,3,5,5,1,2,2,0,0,4,1,4,1,2,1,1,0,1,2,5,1,5,1,0,1,1,6,1,2,7,19,2,2,2,1,2,1,2,1,2
1208,-0.33898808871801983,-0.29042933236032936,-0.12206416180851432,-0.4248332009525365,-0.10962851748230412,-0.6197331358120819,-0.29027142270640344,-0.23845465472966657,-0.10423632110736845,-0.27727459529283704,-0.23549031380586105,-0.323996894514171,-0.2121993392434843,-0.842353793814119,-0.3203165518789695,0.20314195509038901,-0.21464860779583264,-0.1849081418748747,-0.2744234136771573,-0.27284557724808967,-0.6042664864611283,-0.842353793814119,-0.5536589133900125,-1.4488488225124851,0.4218111196446797,0.0,-0.2906586174840392,1.715383593525864,-0.2897194769483898,-0.12193666008147257,-0.3012638027060315,-0.06674568209381417,,,3,15,4,1,0,1,5,6,0,5,4,1,2,2,0,1,1,0,1,3,4,4,1,2,2,2,4,4,1,2,2,0,0,0,0,3,1,1,1,0,0,0,4,5,3,2,1,0,1,0,7,0,1,8,19,2,2,2,2,2,2,2,1,2
1312,-0.0542996100930278,-0.29042933236032936,-0.12206416180851432,-0.4248332009525365,-0.10962851748230412,-0.6197331358120819,-0.29027142270640344,-0.23845465472966657,-0.10423632110736845,-0.27727459529283704,-0.23549031380586105,-0.323996894514171,-0.2121993392434843,-0.842353793814119,-0.3203165518789695,0.20314195509038901,-0.21464860779583264,-0.1849081418748747,-0.2716017755255415,-0.26994624350197255,-0.6042664864611283,-0.842353793814119,-0.5536589133900125,-1.4488488225124851,0.4218111196446797,0.0,-0.2906586174840392,1.715383593525864,-0.2897194769483898,-0.12193666008147257,-0.3012638027060315,-0.06674568209381417,,,3,15,3,1,0,1,5,6,0,5,4,1,2,2,0,1,1,0,1,3,4,4,1,2,2,2,4,4,1,0,2,0,0,0,0,4,1,1,1,0,0,0,3,5,3,2,1,0,1,4,7,2,5,8,19,2,2,2,2,2,2,2,1,2
1210,0.3727331078444603,-0.29042933236032936,-0.12206416180851432,-0.4248332009525365,-0.10962851748230412,-0.6197331358120819,-0.29027142270640344,-0.23845465472966657,-0.10423632110736845,-0.27727459529283704,-0.23549031380586105,-0.323996894514171,-0.2121993392434843,-0.842353793814119,-0.3203165518789695,0.20314195509038901,-0.21464860779583264,-0.1849081418748747,-0.2744234136771573,-0.27284557724808967,-0.6042664864611283,-0.842353793814119,-0.5536589133900125,-1.4488488225124851,0.4218111196446797,0.0,-0.2906586174840392,1.715383593525864,-0.2897194769483898,-0.12193666008147257,-0.3012638027060315,-0.06674568209381417,,,3,15,4,1,0,1,5,6,0,5,4,1,2,2,0,1,1,0,1,3,4,4,1,2,2,2,4,4,1,0,2,0,0,0,0,4,1,1,1,0,0,0,4,5,3,2,1,0,1,1,8,2,2,9,19,2,2,2,2,2,2,2,1,2
1278,2.507896697531901,-0.29042933236032936,-0.12206416180851432,-0.4248332009525365,-0.10962851748230412,-0.5873876605115576,-0.486772534474234,-0.23845465472966657,-0.10423632110736845,-0.27727459529283704,-0.23549031380586105,-0.323996894514171,-0.2121993392434843,-0.776035690387439,-0.20847182490160363,-0.4377216171895668,-0.3357321646430524,-0.1849081418748747,-0.27375854491729573,-0.27216240090561117,-0.6525522597653568,-0.776035690387439,0.3824641385077356,-1.4488488225124851,0.4218111196446797,0.0,-0.2906586174840392,-0.13349138976305783,-0.2897194769483898,-0.12193666008147257,-0.3012638027060315,-0.06674568209381417,,,3,15,4,4,0,1,3,0,2,5,4,1,5,0,2,1,1,0,1,0,7,7,4,1,2,3,5,5,1,2,2,2,0,4,1,2,1,4,1,1,0,1,4,5,1,5,1,0,1,1,8,4,2,9,19,2,2,2,1,2,1,2,1,2
1267,-0.33898808871801983,-0.29042933236032936,-0.12206416180851432,-0.4248332009525365,-0.10962851748230412,-0.3933148087084117,0.22063146788995605,-0.23845465472966657,-0.10423632110736845,-0.27727459529283704,-0.23549031380586105,-0.323996894514171,-0.2121993392434843,0.21873586101276,-0.27729934919536725,0.4167631458503743,-0.22951851828584208,-0.1849081418748747,-0.26879070530707205,-0.26705776868374387,-0.10063464164841954,0.21873586101276,0.44903492934891415,-1.4488488225124851,0.4218111196446797,0.0,-0.2906586174840392,-0.13349138976305783,-0.2897194769483898,-0.12193666008147257,-0.3012638027060315,-0.06674568209381417,,,3,15,3,6,0,1,5,6,4,5,4,1,2,3,0,0,3,0,0,9,7,4,2,2,2,1,5,4,2,2,3,2,2,4,1,3,1,6,0,1,0,0,3,5,4,5,1,0,1,1,8,5,2,9,19,2,2,2,2,2,2,2,2,2
1268,-0.33898808871801983,-0.29042933236032936,-0.12206416180851432,-0.4248332009525365,-0.10962851748230412,-0.5873876605115576,-0.486772534474234,-0.23845465472966657,-0.10423632110736845,-0.27727459529283704,-0.23549031380586105,-0.323996894514171,-0.2121993392434843,-0.776035690387439,-0.20847182490160363,-0.4377216171895668,-0.3357321646430524,-0.1849081418748747,-0.26879070530707205,-0.26705776868374387,-0.6525522597653568,-0.776035690387439,0.3824641385077356,-1.4488488225124851,0.4218111196446797,0.0,-0.2906586174840392,-0.13349138976305783,-0.2897194769483898,-0.12193666008147257,-0.3012638027060315,-0.06674568209381417,,,3,15,2,1,0,1,3,0,2,5,4,1,5,0,2,1,1,0,1,0,7,7,4,1,2,3,5,5,1,2,2,2,0,4,1,3,1,1,1,0,0,1,2,5,1,5,1,0,1,1,8,3,2,9,19,2,2,2,1,2,1,2,1,2
1269,-0.4813323280305159,-0.29042933236032936,-0.12206416180851432,-0.4248332009525365,-0.10962851748230412,-0.5873876605115576,-0.486772534474234,-0.23845465472966657,-0.10423632110736845,-0.27727459529283704,-0.23549031380586105,-0.323996894514171,-0.2121993392434843,-0.776035690387439,-0.20847182490160363,-0.4377216171895668,-0.3357321646430524,-0.1849081418748747,-0.26879070530707205,-0.26705776868374387,-0.6525522597653568,-0.776035690387439,0.3824641385077356,-1.4488488225124851,0.4218111196446797,0.0,-0.2906586174840392,-0.13349138976305783,-0.2897194769483898,-0.12193666008147257,-0.3012638027060315,-0.06674568209381417,,,3,15,3,1,0,1,3,0,2,5,4,1,5,0,2,1,1,0,1,0,7,7,4,1,2,3,5,5,1,2,2,0,0,4,1,3,1,1,1,0,0,1,3,5,1,5,1,0,1,1,8,4,2,9,19,2,2,2,1,2,1,2,1,2
1291,-0.19664384940552382,-0.29042933236032936,-0.12206416180851432,-0.4248332009525365,-0.10962851748230412,-0.5873876605115576,-0.486772534474234,-0.23845465472966657,-0.10423632110736845,-0.27727459529283704,-0.23549031380586105,-0.323996894514171,-0.2121993392434843,-0.776035690387439,-0.20847182490160363,-0.4377216171895668,-0.3357321646430524,-0.1849081418748747,-0.13328507333321835,-0.12782090326737422,-0.6525522597653568,-0.776035690387439,0.3824641385077356,-1.4488488225124851,0.4218111196446797,0.0,-0.2906586174840392,-0.13349138976305783,-0.2897194769483898,-0.12193666008147257,-0.3012638027060315,-0.06674568209381417,,,3,15,3,1,0,1,3,0,2,5,4,1,5,0,2,1,1,0,1,0,7,7,4,1,2,3,5,5,1,2,2,0,0,4,1,4,1,1,1,0,0,1,3,5,1,5,1,0,1,1,8,3,2,9,19,2,2,2,1,2,1,2,1,2
